Abacinate, LL
Jugulate, L
Jugulum, L
Jugum, L
Juice, OE
Jujube, F
Juke, F
Julep, F
Julian, L
Julienne, F
July, L
Jumart, F
Jument, L
Juncite, L
Juncous, L
Junction, L
Juncture, L
June, L
Junior, L
Juniper, L
June, L
Jupiter, L
Jupon, Juppon, F
Jura, F
Jural, L
Juramentum, L
Juratory, L
Juridic, Juridical, L
Jurisconsult, L
Jurisdiction, L
Jurisprudence, L
Jurist, F
Juror, F
Just, F
Justice, F
Justico, Justicoat, F
Justification, L
Justificator, LL
Justify, F
Juvenal, L
Juvenescent, L
Juvenile, L
Juvenility, L
Juxtaposit, L
Juxtaposition, L
Kaynard, F
Kee, AS
Keel, AS
Keen, OE
Keep, OE
Keeve, AS
Kemb, OE
Ken, OE
Kennel, OE
Keno, F
Kerchief, OE
Kerf, AS
Kermesse, F
Kern, AS
Kernel, OE
Keslop, AS
Kettle, OE
Key, OE
Khedive, F
Kidney, OE
Kill, OE
Kiln, OE
Kilo, F
Kilogram, Kilogramme, F
Kiloliter, Kilolitre, F
Kilometer, Kilometre, F
Kilostere, F
Kin, OE
Kind, AS
Kind, OE
Kindle, OE
Kindly, AS
Kindred, OE
King, AS
Kingdom, AS
Kinkajou, F
Kirtle, OE
Kiss, OE
Kiss, OE
Kitchen, OE
Kite, OE
Kith, OE
Kitten, OE
Knap, AS
Knave, OE
Knead, OE
Knee, OE
Kneel, OE
Knell, OE
Knell, OE
Knife, OE
Knight, OE
Knightly, AS
Knit, OE
Knock, OE
Knoll, AS
Knoll, OE
Knop, OE
Knot, OE
Know, OE
Knowledge, OE
Knuckle, OE
Kythe, Kithe, OE
Labarum, L
Labefy, L
Labellum, L
Labent, L
Labial, LL
Labile, L
Labium, L
Labor, OE
Labor, OE
Labor, F
Laborant, L
Laborious, L
Labras, L
Labrose, L
Labrum, L
Labrus, L
Laburnum, L
Labyrinth, L
Labyrinthic, Labyrinthical, L
Lace, OE
Laced\'91monian, L
Lacerate, Lacerated, L
Laceration, L
Lacert, OE
Lacerta, L
Lacerta, L
Lacertus, L
Lachrymable, L
Lachrym\'91 Christi, L
Lachrymation, L
Lachrymiform, L
Lachrymose, L
Lacinia, L
Lack, OE
Lackey, F
Laconic, Laconical, L
Lacquer, F
Lacrosse, F
Lactage, L
Lactant, L
Lactarene, L
Lactate, L
Lacteal, L
Lactescent, L
Lactic, L
Lactific, Lactifical, L
Lactifuge, L
Lactin, L
Lactoabumin, L
Lactobutyrometer, L
Lactodensimeter, L
Lactometer, L
Lactoprotein, L
Lactoscope, L
Lactuca, L
Lacuna, L
Lacunar, L
Lacune, F
Lacunose, Lacunous, L
Lacustral, Lacustrine, L
Lad, OE
Ladanum, L
Ladder, OE
Lade, AS
Ladle, AS
Lady, OE
Lagena, L
Laic, Laical, L
Lair, OE
Laissez faire, F
Lake, F
Lake, AS
Lake, AS
Lallation, L
Lamantin, F
Lamb, AS
Lambative, L
Lambdacism, L
Lambent, L
Lambrequin, F
Lame, OE
Lamella, L
Lament, F
Lament, L
Lamentable, L
Lamentation, F
Lames, F
Lamia, L
Lammas, AS
Lamp, OE
Lamp, F
Lampas, F
Lampic, F
Lampoon, F
Lamprey, OE
Lampyris, L
Lanary, L
Lanate, Lanated, L
Lance, OE
Lanceolar, L
Lanceolate, Lanceolated, L
Lancepesade, F
Lancet, F
Lanciname, L
Land, AS
Landmark, AS
Lane, OE
Language, OE
Langued, F
Langue d'oc, F
Langue d'o\'8bl, F
Languet, F
Languid, L
Languish, OE
Languor, OE
Laniary, L
Laniary, L
Laniate, L
Laniation, L
Lanier, F
Laniferous, L
Lanifical, L
Lanifice, L
Lanigerous, L
Lanner, n. f. Lanneret, F
Lanolin, L
Lansquenet, F
Lantern, F
Lanuginose, Lanuginous, L
Lanyard, F
Laoco\'94n, L
Lap, OE
Lap, OE
Lap, OE
Lapicide, L
Lapidarious, L
Lapidary, L
Lapidary, L
Lapidate, L
Lapidation, L
Lapideous, L
Lapidescent, L
Lapidific, Lapidifical, L
Lapidist, L
Lapilli, L
Lapis, L
Lappaceous, L
Lapse, L
Lapwing, OE
Laquear, L
Laqueary, L
Lar, L
Larceny, F
Lard, F
Lard, F
Lardon, Lardoon, F
Large, F
Largess, Largesse, F
Largifical, L
Largifluous, L
Largition, L
Lark, OE
Larmier, F
Larva, L
Larval, L
Larvated, L
Larve, F
Lascivient, L
Lascivious, L
Laserwort, L
Lash, OE
Lass, OE
Lassitude, L
Last, OE
Last, OE
Last, AS
Latch, OE
Latch, OE
Latchet, OE
Late, OE
Late, AS
La-teen, F
Latent, L
Later, L
Laterad, L
Lateral, L
Laterifolious, L
Laterite, L
Lateritious, L
Latescent, L
Latex, L
Lath, OE
Lathe, AS
Lathe, OE
Lather, AS
Lather, AS
Latibulize, L
Latibulum, L
Laticiferous, L
Laticlave, L
Laticostate, L
Latidentate, L
Latifoliate, Latifolious, L
Latin, F
Latinity, L
Latinize, L
Lation, L
Latisternal, L
Latitant, L
Latitat, L
Latitation, L
Latitude, F
Latrant, L
Latrate, L
Latria, L
Latrine, L
Latrociny, L
Latten, OE
Latter, OE
Lattice, OE
Latus rectum, L
Laud, L
Laud, L
Laudability, L
Laudable, L
Laudation, L
Laudative, L
Laudator, L
Laudatory, L
Laugh, OE
Laughter, AS
Launch, OE
Laundry, OE
Laura, LL
Laureate, L
Laurel, OE
Lauriferous, L
Laurus, L
Lavaret, F
Lavation, L
Lavatory, L
Lave, F
Lave, OE
Lave, AS
Lavement, F
Lavender, OE
Laver, OE
Law, OE
Lawn, OE
Lax, L
Laxation, L
Laxative, L
Laxi-ty, L
Lay, F
Lay, OE
Lazaret, Lazaretto, F
Lazuli, F
Lazy, OE
Lea, OE
Lead, OE
Lead, OE
Leaf, OE
League, F
Leal, OE
Leamer, F
Lean, OE
Lean, OE
Leanness, AS
Leap, AS
Leap, OE
Leaper, AS
Learn, OE
Learning, AS
Lease, AS
Lease, F
Leash, OE
Leasing, AS
Leasow, AS
Least, OE
Leasy, AS
Leather, OE
Leave, OE
Leave, OE
Leaven, OE
Lech, F
Lecher, OE
Lechery, OE
Lectica, L
Lection, L
Lectionary, LL
Lector, L
Lectual, LL
Lecture, F
Lecturn, LL
Leden, Ledden, AS
Lee, F
Lee, OE
Leech, OE
Leek, AS
Leer, OE
Leer, OE
Leet, LL
Left, OE
Legacy, L
Legal, L
Legatary, L
Legate, OE
Legation, L
Legator, L
Legend, OE
Leger, F
Legerdemain, F
Legerity, F
Legible, L
Legific, L
Legion, OE
Legionary, L
Legislator, L
Legist, F
Legitimate, LL
Leguleian, L
Legume, F
Legumen, L
Leisure, OE
Leman, OE
Leme, OE
Lemma, L
Lemnian, L
Lemniscata, Lemniscate, L
Lemniscus, L
Lemon, F
Lemonade, F
Lemur, L
Lemures, L
Lena, L
Lend, OE
Lends, AS
Lene, L
Length, OE
Leniont, L
Lenify, L
Leniment, L
Lenitude, L
Lenity, L
Lenocinant, L
Lens, L
Lent, OE
Lent, L
Lenticel, F
Lenticelle, F
Lenticula, L
Lenticular, L
Lentiform, L
Lentiginous, L
Lentigo, L
Lentil, F
Lentiscus, Lentisk, L
Lentitude, L
Lentor, L
Lentous, L
L'envoi, &or; L'envoy, F
Leo, L
Leod, AS
Leonine, L
Leopard, OE
Lepadite 2, L
Lepas, L
Leper, OE
Lepid, L
Leporine, L
Lepra, L
Lere, OE
Lere, AS
L\'82rot, F
Lesion, F
-less, AS
Less, OE
Less, AS
Lessee, F
Lesses, F
Lesson, OE
Lest, OE
Let, OE
Let, OE
Lethal, L
Lethargic, Lethargical, L
Lethargy, F
Lethe, L
Lethean, L
Lethiferous, L
Letter, OE
Lettuce, OE
Levana, L
Levant, F
Levantine, F
Levantine, F
Levation, L
Leve, OE
Leve, OE
Levee, F
Levee, F
Lev\'82e en masse, F
Level, OE
Lever, OE
Leveret, F
Levesel, AS
Levigate, L
Levigate, L
Levigate, L
Levigation, L
Levir, L
Levirate, Leviratical, L
Levitate, L
Levitation, L
Levite, L
Levitical, L
Levity, L
Levy, F
Levy, F
Lex, L
Leze majesty, F
Lialson, F
Liane, Liana, F
Liar, OE
Liard, F
Libament, L
Libant, L
Libation, L
Libel, L
Li bella, L
Liber, L
Liberal, F
Liberality, L
Liberate, L
Liberation, L
Liberator, L
Liberticide, L
Libertine, L
Libertine, L
Liberty, OE
Libidinous, L
Libken, Libkin, AS
Libra, L
Libral, L
Library, OE
Librate, L
Libration, L
License, F
Licentiate, LL
Licentious, L
Lich, AS
Lichen, L
Licit, L
Licitation, L
Lick, AS
Licorice, OE
Lictor, L
Lid, AS
Lie, AS
Lie, OE
Lie, OE
Lief, OE
Liege, OE
Liege, L
Lien, F
Lienal, L
Lienteric, L
Lierne rib, F
Lieu, F
Lieutenant, F
Life, AS
Lift, AS
Ligament, L
Ligate, L
Ligation, L
Ligature, L
Light, OE
Light, AS
Light, AS
Light, OE
Light, AS
Lighten, OE
Lign-aloes, OE
Ligneous, L
Ligniferous, L
Ligniform, L
Lignify, L
Lignin, L
Ligniperdous, L
Lignite, L
Lignoceric, L
Lignose, Lignous, L
Lignum-vitae, L
Ligula, L
Ligule, L
Ligure, L
Like, OE
Like, AS
Like, OE
Liken, OE
Likeness, AS
Liliaceous, L
Lily, AS
Limaceous, L
Lima</on, F
Limaille, F
Liman, F
Limation, L
Limature, L
Limax, L
Limb, OE
Limb, L
Limbate, L
Limbo, Limbus, L
Lime, F
Lime, AS
Limicol\'91, L
Limit, F
Limitaneous, L
Limitary, L
Limitate, L
Limitation, L
Limmer, F
Limn, OE
Limner, F
Limoniad, L
Limous, L
Limpid, L
Limpidity, L
Limule, F
Limulus, L
Lin, AS
Linament, L
Linch, AS
Linchpin, AS
Lincture, Linctus, L
Line, OE
Line, OE
Lineage, OE
Lineal, L
Lineament, L
Linear, L
Lineate, Lineated, L
Lineation, L
Linen, OE
Lineolate, L
-ling, AS
Ling, OE
Lingel, F
Lingence, L
Linger, OE
Linget, F
Lingo, L
Lingua, L
Linguacious, L
Linguadental, L
Lingual, L
Linguiform, L
Linguist, L
Lingula, L
Lingulate, L
Linigerous, L
Liniment, L
Link, OE
Linnet, F
Linoleum, L
Linseed, OE
Lint, AS
Lintel, OE
Lintie, Lintwhite, AS
Linum, L
Lion, F
Lioncel, OE
Lip, OE
Lippitude, L
Liquate, L
Liquation, L
Liquefacient, L
Liquefaction, L
Liquefy, F
Liquescent, L
Liqueur, F
Liquid, L
Liquidate, LL
Liquidity, L
Liquor, OE
Lisp, OE
Liss, AS
Liss, AS
List, F
List, OE
List, AS
Listel, F
Listen, OE
Listless, OE
Litany, OE
Liter, Litre, F
Literal, F
Literary, L
Literate, L
Literatim, LL
Literation, L
Literator, L
Literature, F
Literatus, L
Lith, AS
Litharge, OE
Lithe, AS
Lithe, AS
Lither, AS
Lithofracteur, F
Lithotomy, L
Litigant, L
Litigation, L
Litigator, L
Litigious, L
Litre, F
Litter, F
Litterateur, F
Little, OE
Littoral, L
Liturate, L
Liturgy, F
Lituus, L
Live, OE
Livelihood, OE
Liver, AS
Livery, OE
Livid, L
Livor, L
Livraison, F
Livre, F
Lixivial, L
Lixivium, L
Lizard, OE
Lo, OE
Loach, OE
Load, OE
Loaf, OE
Loam, AS
Loan, OE
Loath, OE
Loathe, AS
Loathly, AS
Lobby, LL
Lobe, F
Lobster, AS
Local, L
Locale, F
Locality, L
Locate, L
Location, L
Locellate, L
Loch, F
Lock, AS
Lock, AS
Locket, F
Lockram, F
Locomotion, L
Loculament, L
Locular, L
Loculate, L
Loculicidal, L
Loculose, Loculous, L
Loculus, L
Locum tenens, L
Locus, L
Locust, L
Locution, L
Lode, AS
Lodemanage, OE
Lodge, OE
Lodge, OE
Lodicule, L
Loge, F
Logic, OE
Logothete, LL
Loin, OE
Loir, F
Loligo, L
Lollard, LL
Lombard, F
Lombard-house, Lombar-house, F
Loment, L
Long, AS
Long, AS
Long, AS
Longanimity, L
Longevity, L
Longevous, L
Longicorn, L
Longilateral, L
Longiloquence, L
Longimanous, L
Longimetry, L
Longinquity, L
Longipalp, F
Longipennate, L
Longiroster, L
Longitude, F
Longsome, AS
Longulite, L
Look, OE
Loom, OE
Loom, OE
Loord, F
Loos, OE
Loose, OE
Lop, AS
Loquacious, L
Loquacity, L
Lorate, L
Lord, OE
Lore, F
Lore, OE
Lorette, F
Lorgnette, F
Lorica, L
Loricate, L
Lorication, L
Loriot, F
Lose, OE
Loss, AS
Lot, AS
Lote, L
Lote, F
Lote, AS
Lotion, L
Lotophagi, L
Lotto, F
Loture, L
Lotus, L
Louchettes, F
Loud, OE
Loud, AS
Louis d'or, F
Lonis quatorze, F
Lounge, OE
Loup-cervier, F
Loup-loup, F
Loups, F
Louse, OE
Lout, OE
Louver, Louvre, OE
Lovage, F
Love, OE
Love, AS
Lovely, AS
Lovesome, AS
Low, OE
Low, AS
Low, OE
Lower, OE
Loyal, F
Lozenge, F
Lozengy, F
Lubric, Lubrical, L
Lubricant, L
Lubricate, L
Lubricity, L
Lubricous, L
Lubrification, Lubrifaction, L
Lucarne, F
Lucent, L
Lucern, F
Lucern, L
Lucernal, L
Lucid, L
Lucifer, L
Lucific, L
Luciform, L
Lucimeter, L
Lucrative, L
Lucre, F
Lucriferous, L
Lucrific, L
Luctation, L
Luctual, L
Lucubrate, L
Lucubratory, L
Luculent, L
Ludibrious, L
Ludibund, L
Ludicrous, L
Ludification, L
Ludificatory, L
Lues, L
Luff, OE
Lug, OE
Lugubrious, L
Lumachel, Lumachella, F
Lumbago, L
Lumbar, Lumbal, L
Lumbosacral, L
Lumbric, L
Lumbriciform, L
Lumbricus, L
Luminary, F
Luminate, L
Luminiferous, L
Luminous, L
Luna, L
Lunar, L
Lunate, Lunated, L
Lunatic, F
Lune, L
Lunette, F
Lung, OE
Lunicurrent, L
Luniform, L
Lunisolar, L
Lunistice, L
Lunula, L
Lunule, F
Lupercalia, L
Lupine, L
Lupus, L
Lurch, L
Lurcher, L
Lurid, L
Lurk, OE
Lusern, F
Lusorious, Lusory, L
Lust, AS
Lust, AS
Luster Lustre, L
Luster, Lustre, F
Lustral, L
Lustrate, L
Lustration, L
Lustrical, L
Lustring, F
Lustrum, L
Lusus natur\'91, L
Lutanist, LL
Lutarious, L
Lutation, L
Lute, L
Luteo-, L
Luteous, L
Lutescent, L
Luth, F
Luthern, F
Lutose, L
Lutulent, L
Luxate, L
Luxation, L
Luxe, L
Luxe, F
Luxuriant, L
Luxuriate, L
Luxurious, L
Luxury, L
-ly, OE
Lyceum, L
Lychnis, L
Lycopode, F
Lydian, L
Lye, AS
Lymph, L
Lymphate, Lymphated, L
Lymphatic, L
Lynx, L
Lyonnaise, F
Lyra, L
Lyre, OE
Lyric, Lyrical, L
Lyrist, L
Lytta, L
Mace, F
Macedonian, L
Macer, F
Macerate, L
Maceration, L
Machicolated, LL
Machicoulis, F
Machinal, L
Machinate, L
Machination, L
Machinator, L
Machine, F
Macilent, L
Macle, L
Macrology, L
Mactation, L
Macula, L
Maculate, L
Maculate, L
Maculation, L
Macule, F
Maculose, L
Mad, AS
Mad, AS
Madame, F
Madder, OE
Madefaction, Madefication, L
Mademoiselle, F
Madid, L
Madrepore, F
Madrier, F
M\'91gbote, Magbote, AS
M\'91nad, L
Magazine, F
Mage, F
Magi, L
Magic, OE
Magic, Magical, L
Magician, F
Magister, L
Magisterial, L
Magistery, L
Magistral, L
Magistrate, L
Magma, L
Magna Charta, L
Magnality, L
Magnanimity, F
Magnanimous, L
Magnate, F
Magnes, L
Magnesia, L
Magnesia, L
Magnet, OE
Magnetic, Magnetical, L
Magnetiferous, L
Magnific, Magnifical, L
Magnificat, L
Magnificate, L
Magnificence, F
Magnify, OE
Magniloquence, L
Magniloquent, L
Magniloquous, L
Magnitude, L
Magot, F
Magpie, OE
Maiden, OE
Maidenhood, AS
Maidhood, AS
Maigre, F
Mail, F
Mail, OE
Mail, OE
Maim, OE
Main, F
Main, AS
Main-gauche, F
Main-hamper, F
Mainprise, F
Mainswear, AS
Maintain, OE
Majesty, OE
Major, L
Major, F
Major, LL
Majorat, F
Majorate, LL
Majority, F
Majuscul\'91, L
Make, AS
Make, OE
Maki, F
Mala, L
Mala, L
Malacissation, L
Maladroit, F
Malady, F
Malaise, F
Malanders, F
Malapropos, F
Malar, L
Malate, L
Malax, Malaxate, L
Malaxation, L
Malbrouck, F
Malcontent, F
Malcontent, F
Male, L
Male, F
Maledicency, L
Maledicent, L
Maledict, L
Malediction, L
Malefactor, L
Malefic, L
Malefice, L
Maleficence, L
Maleficiate, LL
Malet, F
Malevolence, L
Malevolent, L
Malevolous, L
Malfeasance, F
Malgracious, F
Malic, L
Malice, F
Malign, L
Malignant, L
Malignify, L
Malignity, F
Malingerer, F
Mall, OE
Mall, LL
Mallard, F
Malleable, F
Malleate, L
Malleation, LL
Malleolus, L
Mallet, F
Malleus, L
Mallow, Mallows, OE
Malmag, F
Malmsey, OE
Malt, AS
Maltalent, F
Maltha, L
Malum, L
Malvaceous, L
Malversation, F
Mamelon, F
Mameluke, F
Mamma, L
Mammal, L
Mammilla, L
Mammodis, F
Mammon, L
Mammose, L
Man, AS
Manacle, OE
Manage, F
Manation, L
Manbote, AS
Manca, LL
Manche, F
Mancipate, L
Mancipation, L
Mancus, AS
Mandamus, L
Mandatary, L
Mandate, L
Mandator, L
Mandatory, L
Mandible, L
Mandolin, Mandoline, F
Mandragora, L
Mandrake, AS
Mandrel, F
Manducate, L
Manducation, L
Manducus, L
Mane, AS
Manege, F
Manes, L
Maneuver, Man\'d2uvre, F
Manganese, F
Mangcorn, OE
Manger, F
Mangonize, L
Mangue, F
Mangy, F
Mania, L
Mania, L
Maniable, F
Maniac, F
Manicate, L
Manich\'91an, Manichean, Manichee, LL
Manichord, Manichordon, L
Manicure, F
Manie, F
Manifest, F
Manifestation, L
Manifold, AS
Maniform, L
Manille, F
Maniple, L
Manipular, L
Manipulate, LL
Manitrunk, L
Mankind, AS
Manna, L
Manner, OE
Manor, OE
Manse, LL
Mansuete, L
Mansuetude, L
Manteau, F
Mantelet, F
Mantissa, L
Mantle, OE
Manual, OE
Manuary, L
Manubial, L
Manubrium, L
Manuduction, L
Manductor, L
Manufacture, L
Manumission, L
Manumit, L
Manumotive, L
Manumotor, L
Manus, L
Manuscript, L
Manuscript, LL
Manutenency, L
Many, OE
Many, AS
Maple, AS
Mar, OE
Marabou, F
Marabout, F
Marasmus, L
Maraud, F
Marble, OE
Marbrinus, LL
Marc, F
Marc, AS
Marcasite, F
Marcassin, F
Marceline, F
Marcescent, L
March, L
March, OE
March, F
March, F
Marchet, Merchet, LL
Marchion-ess, LL
Marcid, L
Mar-cidi-ty, LL
Marcor, L
Mardi gras, F
Mare, OE
Mare, AS
Marechal Niel, F
Margarite, L
Margaritiferous, L
Marge, F
Margent, OE
Margin, OE
Marginate, L
Marginicidal, L
Marguerite, F
Mariet, F
Marigenous, L
Marinade, F
Marine, L
Marine, F
Mariner, F
Marionette, F
Marital, F
Maritated, L
Maritime, L
Marjoram, OE
Mark, OE
Mark, OE
Marline, F
Marmalade, F
Marmoraceous, L
Marmorate, Marmorated, L
Marmoration, L
Marmoratum opus, L
Marmoreal, Marmorean, L
Marmose, F
Marmoset, F
Maroon, F
Maroon, F
Marque, F
Marquee, F
Marquetry, F
Marquis, F
Marquise, F
Marriage, OE
Marrow, OE
Marrow, OE
Marrubium, L
Marry, OE
Mars, L
Marseillais, a. m. Marseillaise, F
Marseillais, n. m. Marseillaise, F
Marsh, OE
Marshal, OE
Marsupium, L
Martel, F
Marteline, F
Martial, F
Martin, F
Martinet, F
Martingale, Martingal, F
Martite, L
Martlet, F
Martyr, AS
Martyrologe, LL
Marvel, OE
Marvel, OE
Marvelous, OE
Masculate, L
Masculine, L
Mask, F
Maslin, OE
Mason, F
Masonry, F
Masquerade, F
Mass, OE
Mass, OE
Massacre, F
Massage, F
Masseur, n. m., Masseuse, F
Massicot, F
Massive, F
Mast, AS
Mast, AS
Master, OE
Mastic, F
Masticate, L
Mastication, L
Masturbation, L
Mat, AS
Match, OE
Match, OE
Mate, F
Mate, F
Matelote, F
Mater, L
Material, L
Materia medica, L
Materiarian, L
Materiate, Materiated, L
Materiation, L
Mat\'82riel, F
Maternal, F
Maternity, F
Math, AS
Mathematic, F
Mathematics, F
Mathesis, L
M&acir;tin, F
Matin, F
Matin, F
Matin\'82e, F
Matrass, F
Matriarch, L
Matricide, L
Matricide, L
Matriculate, L
Matrimonial, L
Matrimony, OE
Matrix, L
Matron, F
Matronal, L
Matronymic, L
Mattamore, F
Matte, F
Matter, OE
Mattock, AS
Maturant, L
Maturate, L
Maturation, L
Mature, L
Maturescent, L
Maturity, L
Matutinal, L
Maund, AS
Maundy Thursday, OE
Mausolean, L
Mausoleum, L
Mauve, F
Mavis, F
Maw, OE
Mawk, OE
Maxilla, L
Maxillar, Maxillary, L
Maxim, F
Maximize, L
Maximum, L
May, AS
May, F
Mayonnaise, F
Mayor, OE
Maze, OE
Mazer, OE
Me, AS
Mead, OE
Mead, AS
Meadow, AS
Meager, Meagre, OE
Meagre, F
Meal, OE
Meal, OE
Meal, OE
Mean, OE
Mean, OE
Mean, OE
Meander, L
Meandrian, L
Measelry, OE
Measle, OE
Measurable, F
Measure, OE
Measure, F
Meat, OE
Meatus, L
Mechanic, F
Mechanic, F
Meconium, L
Medal, F
Medallion, F
Meddle, OE
Medi\'91val, L
Medial, L
Median, L
Mediant, L
Mediate, L
Mediate, LL
Mediation, OE
Mediator, L
Mediatress, Mediatrix, L
Medic, L
Medic, L
Medicable, L
Medical, LL
Medicament, L
Medicate, L
Medication, L
Medicinal, L
Medicine, L
Medicine, F
Medicommissure, L
Mediety, L
Mediocre, F
Mediocrity, F
Mediostapedial, L
Medioxumous, L
Meditate, L
Meditation, OE
Meditative, L
Mediterranean, L
Medium, L
Medlar, OE
Medley, OE
Medulla, L
Medulla, L
Medullary, L
Medusa, L
Meed, OE
Meek, OE
Meet, OE
Meet, OE
Megalesian, L
Megrim, OE
Melancholia, L
Melancholic, L
Melancholy, OE
M\'82lange, F
Melaphyre, F
Meleagris, L
M\'88l\'82e, F
Melezitose, F
Melicerous, L
Melilot, F
Meliorate, L
Melioration, L
Meliority, LL
Mell, F
Mellate, L
Melliferous, L
Mellific, L
Mellification, L
Mellifluent, L
Mellifluous, L
Melligenous, L
Melligo, L
Melliloquent, L
Mellite, L
Mellow, OE
Melodic, L
Melodrama, F
Melodrame, F
Melody, OE
Melon, F
Melpomene, L
Melt, AS
Member, OE
Membranaceous, L
Membrane, F
Membraneous, L
Memento, L
Memnon, L
Memoir, or <pluf>pl.</pluf> Memoirs, F
Memorabilia, L
Memorable, L
Memorandum, L
Memorate, L
Memoria, L
Memorial, F
Memoriter, L
Memory, OE
Men, OE
Menace, F
Menagerie, F
Menagogue, F
Mendacious, L
Mendacity, L
Mendicant, L
Mendicate, L
Mendicity, L
Menhir, F
Menial, OE
Menilite, F
Mensal, L
Mensal, L
Mense, OE
Menses, L
Menstrual, L
Menstruant, L
Menstruous, L
Menstruum, L
Mensurable, L
Mensural, L
Mensurate, L
Mensuration, L
-ment, F
Mental, L
Mental, F
Mentha, L
Mention, OE
Mentum, L
Menu, F
Mephitic, Mephitical, L
Mephitis, L
Meracious, L
Mercable, L
Mercantile, F
Mercaptan, F
Mercat, L
Mercature, L
Mercenary, OE
Mercer, F
Mercery, F
Merchand, F
Merchandise, F
Merchant, OE
Mercurial, L
Mercury, L
Mercy, OE
Merd, F
Mere, L
Meretricious, L
Merge, L
Meridian, F
Meridian, F
Meridional, F
Merils, F
Meringue, F
Merit, F
Merit, F
Meritorious, L
Merl, Merle, F
Merlin, OE
Merlon, F
Merluce, F
Mermaid, AS
Meropidan, L
M\'82rou, F
Merry, OE
Mersion, L
Merulidan, L
M\'82salliance, F
Mesh, AS
Mesolabe, L
Mess, OE
Message, F
Message, OE
Messager, OE
Messenger, OE
Messias, LL
Messidor, F
Messieurs, F
Metacism, L
Metal, F
Metalepsis, L
Metallic, L
Metallifacture, L
Metalliferous, L
Metalliform, L
Metallochromy, L
Metallograph, L
Metallography, L
Metalloid, L
Metallotherapy, L
Metallurgy, F
Metamorphosis, L
Metaphor, F
Metaplasm, L
Metastasis, L
Metathesis, L
M\'82tayage, F
M\'82tayer, F
Mete, AS
Mete, AS
Mete, AS
Metensomatosis, L
Meteor, F
-meter, L
Meter, Metre, OE
Meteyard, AS
Methinks, AS
Method, F
Methodic, Methodical, L
Methylene, F
Meticulous, L
M\'82tif, n. m. M\'82tive, F
M\'82tis, n. m. M\'82tisse, F
Metonymy, L
Metric, L
Metrify, L
Metropolis, L
Metropolitan, L
Metropolitan, LL
Metropolite, L
Mew, AS
Mew, OE
Mew, OE
Mezereon, F
Mezzanine, F
Mica, L
Mich, Miche, OE
Micher, OE
Mickle, OE
Microcosm, F
Micturition, L
Mid, AS
Midday, AS
Middle, OE
Middle, AS
Midge, OE
Midmost, OE
Midnight, AS
Midriff, AS
Midsummer, AS
Midwife, OE
Midwinter, AS
Mien, F
Might, AS
Might, AS
Mighty, AS
Migniard, F
Migniardise, F
Mignon, F
Mignonette, F
Migraine, F
Migrant, L
Migrate, L
Migration, L
Milch, OE
Mild, AS
Mildew, AS
Mile, AS
Milesian, L
Milfoil, F
Miliary, L
Milice, F
Militant, L
Military, L
Militate, L
Militia, L
Milk, AS
Mill, L
Mill, OE
Millenary, L
Millennium, LL
Milleped, L
Millepore, L
Millesimal, L
Millet, F
Milliard, F
Milliary, L
Milliary, L
Millier, F
Millifold, L
Milligram, Milligramme, F
Milliliter, Millilitre, F
Millimeter, Millimetre, F
Million, F
Millionaire, F
Millionnaire, F
Millistere, F
Milt, AS
Milvine, L
Milvus, L
Mime, L
Mimic, Mimical, L
Mimographer, L
Mina, L
Minacious, L
Minatory, L
Mince, AS
Mind, AS
Mind, AS
Mine, F
Mine, OE
Mine, F
Mine, F
Mineral, F
Minerva, L
Minge, AS
Miniate, L
Minibus, L
Minify, L
Minim, F
Minimum, L
Minimus, L
Minion, F
Minious, L
Minish, OE
Minister, OE
Minister, OE
Ministerial, L
Ministrant, L
Ministration, L
Ministry, L
Minium, L
Minnow, OE
Minor, L
Minorate, L
Minoration, L
Minorite, L
Minotaur, L
Minster, AS
Minstrel, OE
Mint, AS
Mint, AS
Mint, AS
Minuend, L
Minuet, F
Minus, L
Minuscule, L
Minute, LL
Minute, L
Minutia, L
Mirabilis, L
Mirable, L
Miracle, F
Miraculous, F
Mirage, F
Mire, AS
Mire, OE
Mirific, Mirifical, L
Mirror, OE
Mirth, OE
Misadventure, OE
Misalliance, F
Misbede, AS
Miscegenation, L
Miscellanea, L
Miscellaneous, L
Miscellany, L
Mischance, OE
Mischief, OE
Misdeed, AS
Misdo, AS
Mise, F
Misease, OE
Miser, L
